tag_name,min,max,total,time,min_minute,max_minute,valid,end_point,read_num,datetime_obj,datetime_str,raw_attributes
report_data[119].log_data[0],1.0,1.0,3600.0,3600.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[1],0.0,0.0,0.0,3600.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[2],0.0,1.0,489.0,3600.0,0,33,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[3],0.0,0.0,0.0,3600.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[4],0.4868750274181366,1.0024999380111694,2924.671630859375,3600.0,42,33,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[5],0.0,7.22374963760376,3464.358642578125,3600.0,0,34,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[6],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[7],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[8],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[9],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[10],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[11],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[12],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[13],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[14],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[15],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[16],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[17],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[18],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
report_data[119].log_data[19],0.0,0.0,0.0,0.0,0,0,True,False,119,2022-05-01 16:59:59,2022-5-1 16:59:59,"[2022, 5, 1, 16, 59, 59, 0, 0, True]"
